date,open,high,low,close,adj_close,volume
2023-04-26,31074.05662327,31081.899722787424,30742.638777657015,30915.19393046564,30915.19393046564,24181.928353144296
2023-04-27,32340.343973285933,32669.550854345198,32132.107943448107,32270.803725830905,32270.803725830905,32583.76325161286
2023-04-28,31348.060669548307,31536.9728344931,31383.75899253976,31462.161520523583,31462.161520523583,20092.90977054981
2023-04-29,29156.35361310299,29413.038294311944,28955.51721900796,29167.504495817284,29167.504495817284,46611.597615170955
2023-04-30,28369.72598628572,28692.150838109217,28326.821444455636,28450.222634370977,28450.222634370977,20627.42259465054
2023-05-01,28346.834347409345,28720.118816417744,28248.890474410106,28385.6043390502,28385.6043390502,45832.62926240779
2023-05-02,30337.977719659797,30463.14308809597,30106.148143982657,30379.339286222763,30379.339286222763,14139.002545863386
2023-05-03,32511.065162767423,32699.832092179506,32316.440923950544,32558.829721027825,32558.829721027825,36262.50809598609
2023-05-04,32445.69756444755,32582.364917176434,32518.96099539812,32571.21110164489,32571.21110164489,46279.42073752975
2023-05-05,31994.575032351997,32119.005883008158,31933.485072654574,32007.340500503815,32007.340500503815,16749.97753592918
2023-05-06,30458.66492418241,30529.926766149623,30486.04799439869,30514.72568786714,30514.72568786714,48733.0784039702
2023-05-07,29587.2522331009,29987.9483005904,29524.95005552146,29880.197102101127,29880.197102101127,28115.334416620466
2023-05-08,31456.613335671158,31435.450851836868,31169.585570924857,31251.316133220993,31251.316133220993,47828.60433764098
2023-05-09,32837.69168594256,32762.68688532811,32522.94041888448,32728.81472052089,32728.81472052089,37072.80174520188
2023-05-10,33914.509211150995,34234.88218302449,33681.60522647479,33952.1392836435,33952.1392836435,22063.474794942063
2023-05-11,33931.9865135977,33952.34982089338,33625.63277138006,33930.10460862364,33930.10460862364,17532.100996684258
2023-05-12,32359.475365645932,32657.422328670647,32254.103125379705,32476.64080037769,32476.64080037769,22149.401849003974
2023-05-13,30908.6569573468,30886.190658083666,30613.231990827157,30739.084669565713,30739.084669565713,13720.696370507
2023-05-14,30053.8308606881,30111.320626252877,29557.35644922749,29864.101991210788,29864.101991210788,15754.71865373319
2023-05-15,30440.83930349331,30643.43195478751,30318.009638058196,30425.169930668657,30425.169930668657,14186.417613859245
2023-05-16,32541.30726490652,32560.781824669422,32097.4826089694,32438.954200487988,32438.954200487988,26917.74174966231
2023-05-17,34063.176469621714,34264.11034466283,33822.34290373859,34045.64779172832,34045.64779172832,41823.135050303456
2023-05-18,35061.46482621231,35258.41906003886,34947.975046098516,35195.1373700999,35195.1373700999,15655.342168653608
2023-05-19,33976.067950821314,34259.86982771352,33986.07065213035,34017.25028771768,34017.25028771768,15212.817326893435
2023-05-20,33691.52239158477,33706.67297763555,33568.67213560945,33678.32959490757,33678.32959490757,35737.15798069323
2023-05-21,32900.1498311525,33409.47051102318,32913.60095785628,32945.60460302684,32945.60460302684,17887.31927872265
2023-05-22,32917.88303686806,33018.41193249043,32839.39181737805,32939.74836461156,32939.74836461156,13904.401524359664
2023-05-23,33995.35480513142,34042.90458418034,33781.014997701845,34004.494760882335,34004.494760882335,16673.943128223105
2023-05-24,35837.83576401878,35907.74690664583,35556.22376782675,35845.92361380533,35845.92361380533,46949.255835071046
2023-05-25,36162.140609985036,36183.62294189174,36084.96103177747,36156.91476093529,36156.91476093529,42858.850111047635
2023-05-26,35362.29583557846,35498.85030949423,35203.146805001714,35468.35634221812,35468.35634221812,24162.582494203765
2023-05-27,33934.268263487174,34147.59161373769,33923.276846175315,34005.96987839997,34005.96987839997,36232.83069309571
2023-05-28,32795.538329738265,33115.33721966718,32871.94065499168,32923.99675630826,32923.99675630826,31491.026946721522
2023-05-29,33021.103992035554,33080.520329168525,32730.57065182481,32923.322437066934,32923.322437066934,37084.97053930256
2023-05-30,33555.52677584137,34032.338060736955,33574.661287046394,33766.0914700254,33766.0914700254,37306.846098510374
2023-05-31,35258.385673624914,35510.26771391388,35074.26906298325,35143.026639293224,35143.026639293224,35149.36060239971
2023-06-01,36132.58351597412,36095.54684163035,35984.218105933745,35993.948576247836,35993.948576247836,20644.054741492342
2023-06-02,35025.21872385146,35276.1101037845,35048.87738346741,35055.436782549725,35055.436782549725,11560.256830512724
2023-06-03,32473.248408306066,33164.1402356793,32581.863050148782,32733.562117088797,32733.562117088797,28222.671279604354
2023-06-04,31738.462858054416,31852.309635157337,31728.51377140999,31774.593914251145,31774.593914251145,45638.95538762815
2023-06-05,32383.556727779523,32888.57504739497,32205.128515054745,32389.975143908407,32389.975143908407,32779.89034074303
2023-06-06,33447.179249116314,33549.45325341719,33370.19938888425,33548.23907110921,33548.23907110921,43295.641668076314
2023-06-07,35173.7724300025,35392.99242427365,35018.24440243858,35225.294269383325,35225.294269383325,49664.973718449124
2023-06-08,35830.14068828556,35693.48704010873,35307.8835959516,35677.12116839922,35677.12116839922,16544.64816553105
2023-06-09,34126.57006995086,34079.85528435891,33874.1751816822,34060.077353720684,34060.077353720684,37671.10556567929
2023-06-10,32447.50934635209,32723.781054387455,32240.659906771885,32539.9657577899,32539.9657577899,36971.74294800099
2023-06-11,31615.039438251235,31832.854264048507,31644.7945683294,31774.799355210776,31774.799355210776,49198.21789433114
2023-06-12,32706.345784830326,32792.525979405684,32722.359922633234,32739.047516591305,32739.047516591305,49424.02935811201
2023-06-13,34844.795509975054,34930.480749149305,34576.21214397039,34866.1411879101,34866.1411879101,37467.14446896518
2023-06-14,35827.11906796923,35911.11723996151,35593.12718660784,35777.4991492329,35777.4991492329,19744.59167928777
2023-06-15,35677.77749781147,35929.71763897554,35530.517694651935,35731.309169068234,35731.309169068234,41942.23352522396
2023-06-16,34994.41809444556,34978.260088248455,34901.814671029584,34943.26813690937,34943.26813690937,14281.165368441525
2023-06-17,33694.67124026657,33652.30486815912,33487.2869688533,33501.15583626055,33501.15583626055,41227.97216686515
2023-06-18,32794.67111589471,32820.42298236436,32568.773502982825,32713.121013650278,32713.121013650278,46407.84496578786
2023-06-19,35057.400448037486,35241.90289512877,35026.84512434268,35062.20929877056,35062.20929877056,25313.33579073741
2023-06-20,36929.53215231316,36953.48343089232,36838.51118250103,36947.84719941849,36947.84719941849,35225.41179932322
2023-06-21,39080.155351392146,39117.646464138976,39061.49164274492,39115.82266481013,39115.82266481013,27205.709283873053
2023-06-22,40133.610177594834,40232.72519951593,39680.855668289914,40015.54608634962,40015.54608634962,27510.60219952514
2023-06-23,39232.95170164418,39390.622692815305,39027.590835881245,39295.68304623931,39295.68304623931,22414.8355643248
2023-06-24,37443.56541871421,37444.04853956324,37179.126900428695,37439.04314781421,37439.04314781421,40485.18481801299
2023-06-25,36778.08888248568,36936.52235213763,36607.02260872174,36772.96909229757,36772.96909229757,47447.062566660206
2023-06-26,36759.10060554051,37087.32053462513,36646.999713923346,36809.27902482166,36809.27902482166,47630.034369378445
2023-06-27,38153.81581196458,38402.624428023366,38061.40970900247,38291.062366752994,38291.062366752994,16991.251394997355
2023-06-28,39680.87068850156,39650.64376210848,39484.81770938882,39648.5732381398,39648.5732381398,44989.74598626264
2023-06-29,40106.13245044034,40374.600094095906,39804.64646394337,40112.23284762588,40112.23284762588,39497.25765708489
2023-06-30,40274.02751214306,40437.026197814484,39999.494503950526,40224.00346519941,40224.00346519941,20113.49602761157
2023-07-01,37538.00556215464,37652.41053366949,37407.865028595705,37591.36559279856,37591.36559279856,12691.384516860582
2023-07-02,37011.0191521039,37010.839462654454,36685.4047288539,36888.9370222226,36888.9370222226,20719.890675375118
2023-07-03,36417.62424829948,36542.69588701775,36451.002564255534,36505.30162642066,36505.30162642066,46488.32947126102
2023-07-04,38040.73236722907,37880.85832380671,37759.233083779385,37869.52833882729,37869.52833882729,35327.14699583089
2023-07-05,39839.4326316295,40120.134833483666,39946.07843933222,40014.19628261232,40014.19628261232,38842.186435914875
2023-07-06,40512.535838408665,40483.158587564794,40390.91964776735,40469.05883195298,40469.05883195298,20286.094044363832
2023-07-07,38932.17084547778,38981.92810599036,38619.333351562906,38884.62777722512,38884.62777722512,38775.52622299281
2023-07-08,36748.41493969608,36840.865529452196,36618.50710516588,36827.97064649017,36827.97064649017,11124.86025111695
2023-07-09,36164.65024898037,36517.30416846504,35888.29285670871,36122.210855194266,36122.210855194266,25012.853830920554
2023-07-10,36307.70194610459,36367.61715789233,36133.87193031497,36179.75007912858,36179.75007912858,35070.133941693246
2023-07-11,37666.49013528551,37916.98953036524,37879.47662925815,37888.17201922092,37888.17201922092,15843.86262165281
2023-07-12,39561.42506522325,39753.08953304239,39204.92908396303,39511.15058447417,39511.15058447417,42920.14297787739
2023-07-13,39358.74586843115,39728.0586964634,39505.22199926059,39608.07295046416,39608.07295046416,19401.251952476745
2023-07-14,39537.919849011254,39940.63649583231,39520.074841020745,39634.48632936357,39634.48632936357,36091.244512737845
2023-07-15,38415.35720090775,38496.19293475711,38240.00236101779,38252.44056441765,38252.44056441765,26207.885703013188
2023-07-16,36136.13240198641,36236.99917951166,35969.43993335152,36194.31060532562,36194.31060532562,33841.74381910589
2023-07-17,36592.8723060623,37008.40552987319,36643.444856307215,36710.2603025032,36710.2603025032,14298.022105156324
2023-07-18,37959.765942521866,38009.293206860755,37866.63853024162,37979.559715420335,37979.559715420335,10676.511996864294
2023-07-19,40212.759661936165,40073.38622234342,39802.03616038139,40005.96902811981,40005.96902811981,46382.57709521205
2023-07-20,39849.26297397579,40155.111731404584,40027.72076852155,40032.431198696395,40032.431198696395,20785.20035068731
2023-07-21,38824.37332103574,38989.998249497294,38894.6334606191,38929.50431219967,38929.50431219967,42787.08011121836
2023-07-22,37632.73584390294,37560.628039293224,37437.93109117679,37482.99267558498,37482.99267558498,49974.01201888801
2023-07-23,37056.081841260595,36904.39485138192,36796.40622114015,36870.31160690682,36870.31160690682,18457.250319956445
2023-07-24,36682.542820742776,36725.00073938177,36666.59142403747,36692.8859431718,36692.8859431718,20606.829647334223
2023-07-25,38001.9227003,38126.43717458335,37960.61853626437,38125.827970552666,38125.827970552666,36514.39150538662
2023-07-26,39698.132310454464,39575.93559422282,39401.19511282591,39488.54796027355,39488.54796027355,48617.94538402485
2023-07-27,39744.050122954526,39822.735138736876,39263.29046363187,39584.60588377961,39584.60588377961,46632.57392762975
2023-07-28,39489.669036933155,39611.685165245195,39071.857557315845,39421.77433815693,39421.77433815693,30115.020802623396
2023-07-29,37844.01968263875,38222.23951122247,37648.96910179439,37925.25991753249,37925.25991753249,41804.41130106899
2023-07-30,36244.35634051791,36760.0435015821,35990.80673558059,36249.25927460171,36249.25927460171,15429.834123996043
2023-07-31,37114.87677981749,37317.77677016983,36992.971226872934,37130.912787921974,37130.912787921974,49097.52736816049
2023-08-01,39825.268662191185,40065.55927141271,39691.58857761936,39792.18353172963,39792.18353172963,48574.12936143946
2023-08-02,42053.70895111973,41953.56188768513,41855.91136424038,41908.60880730659,41908.60880730659,16549.15831516684
